title,rating,rating_count,status,view,genres
The Prince Disguised as the Clown,5,1,Ongoing,428,"['Manhua', 'Romance', 'Slice of Life']"
Crimson Stone,3.3,24,Ongoing,2765,"['Action', 'Drama', 'Fantasy', 'Manhwa']"
"I played the role of a hated hero, but for some reason I’m loved by the Last Boss and living with her!",2.6,89,Ongoing,49178,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Mature', 'Romance']"
"Shounen, Chotto Sabotteko?",5,1,Ongoing,1431,"['Comedy', 'Slice of Life']"
The Princess’s Double Life,3.3,15,Ongoing,9267,"['Drama', 'Fantasy', 'Manhwa', 'Romance']"
The Breaker,2.3,63,Completed,14328,"['Action', 'Comedy', 'Drama', 'Manhwa', 'Martial Arts', 'School Life', 'Shounen']"
Mobile Suit Gundam SEED featuring SUIT CD,5,1,Ongoing,0,"['Action', 'Comedy', 'Drama', 'Mecha', 'Sci-fi', 'Shounen']"
Demon's Cage,2.7,222,Ongoing,9028,"['Action', 'Drama', 'Manhua', 'Adventure']"
Immortal Cultivation Is a Dead End,2.4,158,Ongoing,9585,"['Action', 'Drama', 'Fantasy', 'Manhua', 'Martial Arts', 'Romance']"
The Whimsical Cursed Sword,1.5,5,Ongoing,2690,"['Action', 'Comedy', 'Fantasy', 'Manga', 'Seinen', 'Shounen']"
Hanma Baki - Son of Ogre (Shinsoban Release),2.4,17,Ongoing,1686,"['Action', 'Martial Arts', 'Shounen', 'Sports']"
Try me again if you Dare!,2.5,68,Ongoing,5711,"['Action', 'Comedy']"
Tales Of Demons And Gods,2.9,448,Ongoing,70402,"['Comedy', 'Drama', 'Fantasy', 'Harem', 'Manhua', 'Romance', 'Shounen']"
"Tsuihou sareta cheat fuyo majutsushi wa ki mama na second life wo ouka suru. ~ora wa buki dake janaku, arayuru mono ni ""kyouka point"" wo fuyo dekiru shi, ore no ishi de itsudemo kouka wo kaijo dekiru kedo, nokotta hitotachi daijoubu?~",1.8,12,Ongoing,604,"['Action', 'Comedy', 'Fantasy', 'Adventure']"
Artifact Reading Appraiser,2.4,296,Ongoing,20173,"['Drama', 'Fantasy', 'Manhwa', 'Adventure']"
"Isekai Affair ~Ten Years After The Demon King's Subjugation, The Married Former Hero And The Female Warrior Who Lost Her Husband ~",2.3,29,Ongoing,12013,"['Ecchi', 'Fantasy', 'Romance', 'Smut']"
Delivering in Apocalyptic World,3.3,19,Ongoing,3016,"['Action', 'Horror', 'Manhua']"
You’re Not Nina,1.6,4,Ongoing,746,['Manga']
"Answer Me, My Prince",2.4,4,Ongoing,3925,"['Comedy', 'Drama', 'Fantasy', 'Historical', 'Manhwa', 'Mystery', 'Romance']"
Queen's Academy,1.1,5,Ongoing,7241,"['Comedy', 'Cooking', 'Harem', 'Romance', 'School Life']"
Newbie Management,2.6,73,Ongoing,18786,"['Action', 'Manhwa', 'Adventure', 'Isekai']"
The Legendary Weapon Became My Bride When I Overwhelmed The Production Job,2,5,Ongoing,2863,"['Action', 'Ecchi', 'Fantasy', 'Romance', 'Shounen', 'Adventure']"
Belle and the Beast's Labour Contract,3,53,Ongoing,6782,"['Fantasy', 'Manhwa', 'Romance', 'Shoujo']"
Cultivation Chat Group,2.6,87,Ongoing,20920,"['Comedy', 'Martial Arts', 'School Life']"
Game Invades World,3.1,5,Ongoing,3760,"['Action', 'Manhua']"
Leftovers Day,1.9,19,Ongoing,958,"['Action', 'Drama', 'Fantasy', 'School Life', 'Adventure']"
Kamigoroshi no Maou Saijyaku Shuzoku ni Tensei shi Shijyou Saikyou ni naru,0.5,1,Ongoing,6685,"['Action', 'Ecchi', 'Fantasy', 'Manga', 'Romance', 'Adventure']"
Xian Ni,1.9,23,Ongoing,2850,"['Action', 'Fantasy', 'Manhua', 'Martial Arts', 'Tragedy']"
Swallow the Whole World,2.5,15,Ongoing,19296,"['Action', 'Drama', 'Manhua']"
Schoolmate Friend,0,1,Ongoing,811,"['Comedy', 'Romance', 'Slice of Life']"
The Way That Knight Lives As a Lady,2,74,Ongoing,11620,"['Fantasy', 'Manhwa', 'Romance']"
Kamiyama-san no Kami Bukuro no Naka ni wa,2.4,37,Ongoing,18111,['Ecchi']
Section Chief Shima Kōsaku,2.1,15,Ongoing,2422,"['Comedy', 'Drama', 'Mystery', 'Psychological', 'Romance', 'Seinen', 'Slice of Life']"
Magi - Labyrinth Of Magic,2.5,3,Ongoing,1811,"['Action', 'Comedy', 'Drama', 'Ecchi', 'Fantasy', 'Shounen', 'Adventure']"
Blue Giant,0,1,Ongoing,1204,"['Drama', 'School Life', 'Seinen', 'Slice of Life']"
I’m Trapped In This Day For One Thousand Years,2.6,247,Ongoing,42366,['Manhua']
Little Hands,1.4,6,Ongoing,2999,"['School Life', 'Sports']"
Special Restaurant,2.3,26,Ongoing,4217,"['Cooking', 'Drama', 'Manhwa', 'Shounen', 'Slice of Life']"
A Teacher Caught up in a Class Summoning Repairs the Mechanical Girl With His Useless Skill,2.3,28,Ongoing,5460,"['Action', 'Fantasy', 'Isekai']"
The Villainess Who Has Been Killed 108 Times,1,1,Ongoing,4784,"['Comedy', 'Fantasy', 'Romance']"
The Druid Genius Is Too Strong,3.6,15,Ongoing,2601,"['Action', 'Drama', 'Manhwa']"
Diphylleia’s Plan to Coup,2,1,Ongoing,378,"['Historical', 'Manhwa', 'Romance']"
"Aiming For the Deepest Part of the Labyrinth Thanks to ""The Vessel of Talent"" -What Was Supposed to be a Normal Progression of Skills Turned Out to be an All-Purpose Cheat!",3,1,Ongoing,1444,"['Fantasy', 'Adventure', 'Isekai', 'Manga']"
I want to be a magic blacksmith!,1.8,3,Ongoing,7271,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Adventure']"
Legend of Mir: Gold Armored Sword Dragon,2.6,36,Ongoing,15188,"['Action', 'Manhwa', 'Martial Arts']"
The Supreme Crazy Son-in-Law,2.9,43,Ongoing,19541,"['Action', 'Drama', 'Manhua', 'Martial Arts', 'Adventure']"
Victoria no Denki Hitsugi,5,1,Ongoing,679,"['Historical', 'Supernatural']"
Giant Killing,2.3,6,Ongoing,5647,"['Comedy', 'Drama', 'Seinen', 'Sports']"
Demons Star,5,1,Ongoing,592,"['Action', 'Comedy', 'School Life']"
Heavenly God Mnemonic,2.8,13,Ongoing,2295,"['Fantasy', 'Martial Arts']"
Midnight Chaser,2.8,12,Ongoing,3354,"['Action', 'Manhwa', 'Mystery', 'Sports']"
Huangtian Supreme,2.5,16,Ongoing,5795,"['Action', 'Manhua', 'Martial Arts']"
KURO NO KENJA HA KAGE WO ORU,2.7,29,Ongoing,8341,"['Action', 'Fantasy']"
This Human Immortal Is Too Serious,2.1,23,Ongoing,8132,"['Action', 'Drama', 'Fantasy', 'Manhua', 'Shounen']"
How to Live at the Max Level,2,32,Ongoing,12374,"['Action', 'Fantasy', 'Manhwa', 'Romance']"
It’s Hard To Mix In With The Demons,0.2,4,Ongoing,6758,"['Action', 'Fantasy', 'Manhua', 'Martial Arts']"
Dead Knight Gunther,2.2,179,Ongoing,16968,['Manhwa']
Dorei Shounin shika Sentakushi ga Nai desu yo? Harem? Nani Sore Oishii no?,1.5,6,Ongoing,4056,"['Action', 'Comedy', 'Fantasy', 'Romance']"
Alternate Life,1.8,19,Ongoing,2508,"['Drama', 'Horror', 'Manhwa', 'Tragedy']"
Are You Really Getting Married?,3.1,6,Ongoing,11310,"['Romance', 'Slice of Life']"
Old Newbie Kim ChunShik,2.3,172,Ongoing,7587,['Manhwa']
Fujunai Process,2.5,4,Ongoing,4161,['Yaoi']
Princess’ Dangerous Brothers,2,55,Ongoing,11849,"['Drama', 'Fantasy', 'Manhwa', 'Romance']"
Magic Artisan Dahliya Won&#x27;t Hang Her Head ~Dahliya Wilts No More~,2,1,Ongoing,446,[]
Superhuman Era,2.4,340,Ongoing,36159,"['Action', 'Fantasy', 'Manhwa']"
Punishing Gray Raven: Dominik’s Orphans,4,2,Ongoing,1163,"['Action', 'Drama', 'Manhua']"
Darwin Jihen,4,1,Ongoing,1271,"['Drama', 'Psychological', 'Sci-fi']"
Dracula Yakin!,0,1,Ongoing,3141,"['Action', 'Comedy', 'Romance', 'Seinen', 'Slice of Life', 'Supernatural']"
Heaven is under me,1.8,4,Ongoing,2675,"['Fantasy', 'Manhua', 'Martial Arts', 'Romance']"
Extras Don’T Want To Be Overly Obsessed,2.4,20,Ongoing,7311,"['Fantasy', 'Manhwa', 'Romance', 'Shoujo']"
"I Was Summoned by the Demon Lord, but I Can&#x27;t Understand Her Language",1.5,1,Ongoing,2131,"['Fantasy', 'Romance']"
How to Live as a Bootleg Healer,2.3,242,Ongoing,24379,"['Action', 'Fantasy', 'Manhwa', 'Adventure']"
Kamigami No Kago De Seisan Kakumei,2.2,138,Ongoing,8102,"['Fantasy', 'Harem', 'Slice of Life', 'Manga']"
City of the Hungry,0,1,Ongoing,1183,"['Action', 'Comedy', 'Manhwa', 'Supernatural']"
Super Gene,2.9,560,Ongoing,70761,['Manhua']
The King of Heroes Reincarnates to Polish His Skill to the Limit and Becomes the Strongest Knight in Training in the World ♀,2.1,4,Ongoing,6713,"['Action', 'Comedy', 'Fantasy']"
Part-Time Immortal,2.8,8,Ongoing,7049,"['Action', 'Comedy', 'Fantasy', 'Manhua']"
I’m the Ex-Girlfriend of a Soldier,5,1,Ongoing,2570,"['Comedy', 'Fantasy', 'Manhwa', 'One shot', 'Romance']"
Killing Evolution From a Sword,2.6,28,Ongoing,19855,"['Action', 'Manhua', 'Martial Arts', 'Mature', 'Mystery', 'Supernatural']"
A World-Class Walkthrough,2.2,185,Ongoing,43830,"['Action', 'Comedy', 'Fantasy', 'Manhwa', 'Adventure', 'Isekai']"
The Tsuntsuntsuntsuntsuntsuntsuntsuntsuntsuntsundere Girl Getting Less and Less Tsun Day by Day,2.7,16,Ongoing,19872,"['Comedy', 'Romance']"
Demons' Crest,3,13,Ongoing,7568,"['Action', 'Fantasy', 'Adventure', 'Manga']"
"The World’s Strongest S-Class Adventurer, Known as the Thunder Emperor, Shows His Power Without Restraint and Becomes a Warrior in the Magic Academy",5,2,Ongoing,2196,"['Action', 'Fantasy']"
Struggle,0.5,1,Ongoing,671,"['Action', 'Drama']"
Golden Forest,3.9,6,Ongoing,6814,"['Drama', 'Fantasy', 'Manhwa', 'Romance']"
I’M Just An Immortal,2.5,95,Ongoing,36884,"['Fantasy', 'Romance']"
Leftover Prince,5,1,Ongoing,536,['Action']
Chronicles of the Demon Faction,2.7,1534,Ongoing,137599,"['Action', 'Manhwa', 'Adventure']"
An animal hospital in the border area,3.1,4,Ongoing,17766,"['Drama', 'Fantasy', 'Manhwa']"
Taming the Absolute Tyrant,3,2,Ongoing,7061,"['Manhwa', 'Romance', 'Slice of Life']"
Valentine Kiss,3.1,4,Ongoing,1917,"['Adult', 'Drama', 'Fantasy', 'Historical', 'Romance', 'Shoujo']"
What Do You Do If the Heroine Escapes From Your Novel,2.8,244,Ongoing,11593,"['Comedy', 'Drama', 'Fantasy', 'Manhua', 'Romance', 'Isekai']"
"Shokubutsu Mahou Chito de Nonbiri Ryoshu Seikatsu Hajimemasu Zense no Chishiki o Kushi Shite Nogyo Shitara, Gyakuten Jinsei Hajimatta Kudan",3.5,2,Ongoing,7303,"['Action', 'Fantasy', 'Harem']"
Zombie Fight,2,35,Ongoing,12703,"['Action', 'Manhwa']"
The Duke of Ashleyan’s Contractual Marriage,2.6,114,Ongoing,25375,"['Drama', 'Fantasy', 'Manhwa', 'Romance']"
Strongest Abandoned Son,3,35,Ongoing,7341,"['Action', 'Drama', 'Fantasy', 'Manhua', 'Martial Arts', 'Mature', 'Romance', 'Seinen', 'Supernatural', 'Tragedy']"
Watashi no Okaa-sama wa Tsuihou sareta Moto Akuyaku Reijou Deshita - Heimin Busu Megane no Gekokujou,4.2,5,Ongoing,2470,"['Fantasy', 'Romance']"
This Unbound World&#x27;s &quot;Normal&quot; Is Difficult,0,1,Ongoing,546,"['Comedy', 'Fantasy', 'Slice of Life']"
Oi! Tales of Bardic Fury,4.6,5,Ongoing,1066,"['Drama', 'Fantasy', 'Historical', 'Supernatural', 'Adventure']"
Kimetsu No Yaiba,2.5,40,Ongoing,7362,"['Fantasy', 'Historical', 'Shounen', 'Adventure']"
"Kumo Desu Ga, Nani Ka?",2.8,19,Ongoing,5195,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Seinen', 'Supernatural', 'Adventure']"
The Mistress Runs Away,5,1,Ongoing,36,"['Drama', 'Fantasy', 'Manhwa', 'Romance']"
Fukushuu no Taishi - Level 9999 no Bakumatsu Isekai Tensei,2.6,246,Ongoing,10481,"['Action', 'Fantasy', 'Adventure']"
Library to Heaven’s Path,2.7,180,Ongoing,44615,"['Action', 'Comedy', 'Drama', 'Manhua', 'Romance']"
The Heavenly Demon Lord Who Doesn't Want to Level Up,2.5,1234,Ongoing,67240,"['Action', 'Fantasy', 'Manhwa']"
TRPG Player ga Isekai de Saikyou Build wo Mezasu,2.8,12,Ongoing,4698,"['Fantasy', 'Isekai']"
A Drunk Thief Bought a [email protected] Girl,1.5,6,Ongoing,1682,"['Fantasy', 'Harem', 'Romance', 'Slice of Life', 'Adventure']"
The Fable - The Second Contact,2.7,29,Ongoing,3029,"['Action', 'Drama', 'Seinen']"
The Great Prophet Is Running From Her Previous Life,1.8,2,Ongoing,1059,"['Fantasy', 'Romance']"
"Still, I Want to Make You Happy",2.8,19,Ongoing,5027,"['Comedy', 'Romance', 'School Life', 'Slice of Life']"
Hoarding in Hell,2.4,281,Ongoing,55926,"['Action', 'Manhwa', 'Shounen']"
"Hazure Skill ""Kage ga Usui"" o Motsu Guild Shokuin ga, Jitsuha Densetsu no Ansatsusha",2.3,126,Ongoing,31173,"['Action', 'Comedy', 'Drama', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'Smut', 'Adventure']"
Living with One Leg,2.9,19,Ongoing,2919,"['Action', 'Drama', 'Historical', 'Manhwa', 'Shounen', 'Tragedy']"
Ao Ashi,2.4,75,Ongoing,21309,"['Action', 'Manga', 'Sports']"
The legendary weapon became my bride because I was so strong in production,2.3,18,Ongoing,7185,"['Action', 'Adult', 'Ecchi', 'Mature']"
A Close Call Romance,2.4,16,Ongoing,7301,"['Comedy', 'Drama', 'Fantasy', 'Manhwa', 'Romance']"
Medical Crazy Soldier,3.5,3,Ongoing,1311,"['Action', 'Drama', 'Fantasy', 'Manhua', 'Martial Arts', 'Shounen', 'Adventure']"
invincible (Recommended),5,2,Ongoing,5577,"['Action', 'Manhwa', 'Martial Arts']"
The Main Characters That Only I Know,2.8,351,Ongoing,13549,"['Action', 'Fantasy', 'Manhwa', 'Adventure']"
Hikikomori Princess Marriage,1.2,2,Ongoing,2890,"['Comedy', 'Fantasy', 'Historical', 'Romance']"
The Last Frames,2,9,Ongoing,674,['Manhua']
JK Musou - Owaru Sekai no Sukuikata,2.5,2,Ongoing,1092,"['Action', 'Drama', 'Fantasy', 'Horror']"
Goblin Hunter,3,31,Ongoing,1589,"['Action', 'Drama', 'Fantasy']"
Ultimate Sovereign,2.5,3,Ongoing,3317,"['Action', 'Fantasy', 'Manhua', 'Martial Arts', 'Shounen', 'Adventure']"
Forty Milleniums Of Cultivation,2.4,15,Ongoing,7021,"['Action', 'Fantasy', 'Manhua', 'Martial Arts']"
I Was Reincarnated as the Villainess in an Otome Game but the Boys Love Me Anyway,2.5,18,Ongoing,5962,"['Comedy', 'Drama', 'Fantasy', 'Shoujo']"
Isekai Kenja no Tensei Musou ~Geemu no Chishiki de Isekai Saikyou~,2.6,38,Ongoing,14608,"['Action', 'Comedy', 'Drama']"
Uchi No Tsukaima Ga Sumimasen,2,6,Ongoing,1771,['Seinen']
Legend of Asura – The Venom Dragon,2.6,59,Ongoing,45633,"['Action', 'Manhwa']"
Kiite kuremasu yo ne? Senpai,2.7,32,Ongoing,5166,"['Comedy', 'Romance', 'Slice of Life']"
The rise of the eye of the nine realms,4.2,3,Ongoing,616,"['Action', 'Comedy', 'Fantasy', 'Manhua', 'Supernatural']"
Saigo no Ryuukishi no Eiyuutan - Panzer Ryouheidan Senki,2.1,20,Ongoing,1908,"['Action', 'Fantasy']"
Lost In Hilland,2.1,5,Ongoing,374,"['Fantasy', 'Manhua', 'Adventure']"
Pick Me Up,2.7,1052,Ongoing,106854,"['Action', 'Manhwa']"
Unrivaled war god,1.2,6,Ongoing,1958,"['Action', 'Fantasy', 'Manhua', 'Martial Arts', 'Mystery', 'Supernatural']"
Maou Gakuin No Futekigousha,0,1,Ongoing,1399,"['Action', 'Comedy', 'Fantasy', 'Harem', 'Supernatural']"
"When I Said “I Want a Beautiful and Rich Girlfriend”, a Girl with Her Own Reason Came to Me.",0,1,Ongoing,1978,"['Comedy', 'Drama', 'Slice of Life']"
Burning Kabaddi,2.1,42,Ongoing,2735,['Sports']
Mata Kimi Ni Koi O Suru,1.8,3,Ongoing,2771,"['Romance', 'Yaoi']"
Arafoo Kenja No Isekai Seikatsu Nikki,3.2,31,Ongoing,4934,"['Action', 'Fantasy']"
Lord of Destiny Wheel,2.7,126,Ongoing,4913,"['Action', 'Fantasy', 'Manhua', 'Adventure']"
6-sai no Kenja wa Hikage no Michi wo Ayumitai,0.8,2,Ongoing,4192,['Fantasy']
Journey to Heavens,2,1,Ongoing,6028,"['Action', 'Manhua', 'Martial Arts']"
My Daughter Is the Demon King When I Was Reincarnated,2.4,20,Ongoing,4029,"['Action', 'Drama', 'Fantasy', 'Martial Arts', 'Supernatural', 'Adventure', 'Isekai']"
The King of Misfortune,1.7,7,Ongoing,8595,"['Action', 'Comedy', 'Manhua', 'School Life', 'Supernatural']"
"Sekai ni Hitori, Zenzokusei Mahou no Tsukaite",2.5,93,Ongoing,17115,"['Action', 'Fantasy', 'Adventure']"
The Tutorial Tower Of The Advanced Player,2.5,175,Ongoing,80625,"['Action', 'Fantasy', 'Manhwa']"
Sovereign of Judgement,2.5,66,Ongoing,40515,"['Action', 'Manhwa', 'Mystery', 'School Life']"
Bad Prosecutor – Sword Showdown,1.5,6,Ongoing,5738,"['Action', 'Drama', 'Fantasy', 'Manhwa']"
Blade Debt,2.5,110,Ongoing,9822,"['Action', 'Comedy', 'Manhua', 'Mystery']"
"The Jack-of-all-trades Kicked Out of the Hero’s Party ~ The Swordsman Who Became a Support Mage Due to Party Circumstances, Becomes All Powerful",2.5,104,Ongoing,24971,"['Action', 'Comedy', 'Fantasy', 'Romance']"
Physician return,1.4,4,Ongoing,3603,"['Action', 'Drama', 'Fantasy', 'Historical', 'Manhwa']"
Saving the Doomed Idols With My Touch,2.5,106,Ongoing,12431,"['Cooking', 'Manhwa']"
"A Herbivorous Dragon of 5,000 Years Gets Unfairly Villainized",2.4,7,Ongoing,634,"['Action', 'Comedy', 'Fantasy', 'Shounen', 'Adventure']"
battleground,2.5,41,Ongoing,9038,"['Action', 'Manhwa']"
Ore no Ie ga Maryoku Spot datta Ken – Sundeiru dake de Sekai Saikyou,2.7,113,Ongoing,21078,"['Comedy', 'Fantasy']"
Saikyou Onmyouji no Isekai Tenseiki ~Geboku no Youkaidomo ni Kurabete Monster ga Yowaisugirundaga~,2.3,25,Ongoing,20069,"['Action', 'Fantasy', 'Adventure']"
"The Adventures of Black Cat ""Nyango"": Since I got a rare attribute, I aim to be a carefree adventurer.",4.3,6,Ongoing,3046,"['Fantasy', 'Adventure', 'Isekai']"
The Emperor Reverses Time,3.5,7,Ongoing,12398,"['Drama', 'Fantasy', 'Manhwa', 'Romance']"
"Young Master, Please don’t show off",2.4,206,Ongoing,12889,"['Drama', 'Fantasy', 'Historical', 'Manhua', 'Shounen']"
Will the Prez be Able to Follow the School Rules Against Romance,5,1,Ongoing,1150,"['Comedy', 'Romance', 'Slice of Life']"
Demon’s Sword Master of Excalibur School,2.2,58,Ongoing,13843,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Slice of Life', 'Manga']"
Shounen Wo Kau,2.2,20,Ongoing,4324,"['Drama', 'Romance', 'Seinen', 'Slice of Life']"
I Love Yoo,2.8,13,Ongoing,6417,"['Manhwa', 'Romance']"
I Became the Demon King’s Right Hand so I Will Alter the Original Story,5,2,Ongoing,4698,"['Comedy', 'Fantasy', 'Romance', 'Shoujo']"
The Way to Protect the Female Lead's Older Brother,3.4,4,Ongoing,2176,"['Fantasy', 'Manhwa']"
WORTHLESS PROFESSION: DRAGON TAMER,3,571,Ongoing,23772,"['Action', 'Fantasy', 'Manhua']"
Born to Be God (Team Realm Scans),2.7,41,Ongoing,6798,"['Action', 'Drama', 'Fantasy', 'Manhwa', 'Shounen', 'Supernatural']"
I Didn’t Mean To Seduce The Male Lead,2.4,60,Ongoing,13116,"['Fantasy', 'Historical', 'Manhwa', 'Romance', 'Shoujo', 'Webtoon']"
Genkai Dungeon no Hanshoku Jijou,2.4,123,Ongoing,7559,"['Comedy', 'Fantasy', 'Slice of Life']"
Spirit Sacrifice: The Path to Godhood,2.5,84,Ongoing,3123,"['Action', 'Fantasy', 'Manhua', 'Supernatural']"
"See You Later, Fantasy World. We Hope That Tomorrow Comes Again",1,2,Ongoing,2884,['Fantasy']
Isekai Shikkaku,2.6,69,Ongoing,15355,"['Comedy', 'Fantasy', 'Romance', 'Seinen', 'Slice of Life', 'Supernatural']"
"Suki Sugiru Kara Kanojo Ijou no, Imouto Toshite Aishite Kudasai",5,1,Ongoing,2999,"['Comedy', 'Romance', 'School Life']"
Sekai Saikyou no Doryokuka: Sainou ga (Doryoku) Datta no de Kouritsu Yoku Kikakugai no Doryoku o Shitemiru,1.5,2,Ongoing,1901,"['Action', 'Comedy', 'Fantasy', 'Manga', 'Shounen']"
When Night Falls,3.8,4,Ongoing,2118,"['Action', 'Drama', 'Horror', 'Manga', 'Mystery', 'Psychological', 'Shounen', 'Supernatural', 'Tragedy']"
Seven Day Alternating Personality Syndrome,5,1,Ongoing,500,"['Ecchi', 'Mystery']"
"Do you want to create the strongest dungeon, Mr. Alchemist who was expelled?",2.5,48,Ongoing,2486,"['Action', 'Drama', 'Fantasy', 'Romance', 'Adventure']"
The Other World&#x27;s Wizard Does Not Chant,3,10,Ongoing,2549,"['Fantasy', 'Harem', 'Romance']"
Netoge no Seibetsu wa Daitai Mitame de Damasareru,3.4,12,Ongoing,3650,"['Comedy', 'School Life', 'Slice of Life', 'Adventure']"
Island,2.3,14,Ongoing,5059,"['Action', 'Horror', 'Seinen']"
World's Apocalypse Online,2.6,144,Ongoing,51386,"['Action', 'Fantasy', 'Manhua', 'Martial Arts', 'Supernatural', 'Adventure', 'Isekai']"
Please Have a Meal,2.8,107,Ongoing,30116,"['Action', 'Comedy', 'Fantasy', 'Manhwa']"
Anti-Hero,2.8,40,Ongoing,957,"['Action', 'Drama', 'Fantasy']"
Magi Craft Meister,2.7,85,Ongoing,13284,"['Action', 'Drama', 'Fantasy', 'Harem', 'Mecha', 'Romance', 'Sci-fi', 'Shounen', 'Slice of Life', 'Supernatural', 'Manga']"
I Became Invincible After Descending,2.6,14,Ongoing,19691,"['Action', 'Fantasy', 'Manhua', 'Martial Arts', 'Adventure']"
"Reiketsu Ryuu Sumeragi Heika No Unmei No Banrashidesuga, Koukyuu Ni Hiki Komorou To Omoimasu ~ You Ryuu O Mederu No Ni Isogashiinode Sumeragi Kisaki Arasoi Wa Go Katte Ni Douzo ~",5,1,Ongoing,2312,"['Fantasy', 'Romance']"
Heavenly Moon,1.7,8,Ongoing,3155,"['Manhwa', 'Martial Arts']"
The Last Adventurer,2.7,373,Ongoing,12680,"['Action', 'Fantasy', 'Manhwa', 'Adventure']"
The Duchess Who Sees Ghosts,2.2,17,Ongoing,5637,"['Fantasy', 'Historical', 'Romance', 'Supernatural']"
Children of Illusion,2.5,1,Ongoing,5248,"['Manhwa', 'School Life']"
The Constellation That Returned From Hell,2.9,328,Ongoing,86933,"['Action', 'Manhwa']"
Hell Love Story,2.5,4,Ongoing,106,"['Comedy', 'Drama', 'Fantasy', 'Romance']"
Kyuu ni Ane ga Dekimashite!,3.1,4,Ongoing,7505,"['Comedy', 'Romance', 'Slice of Life']"
Gori-sen ~The type of PE teacher to die first during a panic~,3,3,Ongoing,3389,"['Comedy', 'Horror', 'School Life', 'Supernatural']"
Another's Love Story,5,2,Ongoing,2289,"['Manhwa', 'Romance']"
Life in Another World as a Housekeeping Mage,3.7,6,Ongoing,3689,"['Cooking', 'Romance']"
Alma-chan wa Kazoku ni Naritai,4.2,3,Ongoing,2920,"['Comedy', 'Romance', 'Slice of Life']"
Deor,3,8,Ongoing,10789,"['Fantasy', 'Manhua', 'Mystery']"
Catching Up With Luke Bischel,2.7,33,Ongoing,7928,"['Comedy', 'Drama', 'Fantasy', 'Manhwa']"
"The Story Of The Banisher Side After Banishing The Party Member - The Party Was Weakened, But We Aim To Be The Best In The World",1.8,61,Ongoing,4675,"['Action', 'Fantasy', 'Adventure']"
A Useless Saint and A Cursed Paladin &lt;I Confessed to Make Memories but I was Proposed to Instead&gt;,1.5,1,Ongoing,1001,"['Fantasy', 'Historical', 'Romance', 'Shoujo']"
Medalist,2.3,32,Ongoing,4249,"['Drama', 'Sports']"
Savanna,1.5,1,Ongoing,800,"['Action', 'Historical', 'Supernatural']"
The Other World's Wizard Does Not Chant,2.6,133,Ongoing,27481,"['Adult', 'Ecchi', 'Fantasy', 'Harem', 'Seinen', 'Adventure']"
Rise From The Rubble,3,527,Ongoing,77490,"['Action', 'Comedy', 'Fantasy', 'Manhua']"
Catastrophic Priest,3.2,193,Ongoing,5294,"['Action', 'Fantasy', 'Manhua', 'Supernatural']"
The Redemption of the Blue Rose Princess,5,1,Ongoing,2060,"['Drama', 'Fantasy', 'Romance']"
Satan’s Deepest Cry,5,1,Ongoing,1062,"['Action', 'Fantasy', 'Manhwa']"
Deadbeat Hero,3.2,6,Ongoing,6598,"['Action', 'Comedy', 'Fantasy', 'Manhwa', 'Supernatural']"
Golden Spiral,3,22,Ongoing,2678,"['Action', 'Fantasy', 'Adventure']"
Japan Summon,2.6,30,Ongoing,7093,"['Action', 'Drama', 'Fantasy', 'Manga', 'Seinen', 'Supernatural']"
Murdist: Death Row Inmate Tazaru Kazami,3.8,2,Ongoing,5001,"['Mystery', 'Psychological']"
My Bad Boyfriend,3.2,6,Ongoing,937,"['Comedy', 'Drama', 'Romance', 'School Life']"
It Looks Like I’Ve Fallen Into The World Of A Reverse Harem Game,2.4,23,Ongoing,5130,"['Manhwa', 'Romance']"
My School Life Pretending To Be a Worthless Person,3,360,Ongoing,90593,"['Action', 'Fantasy', 'Manhwa', 'Shounen', 'Adventure']"
The Former Top 1s Sub-Character Training Diary ~A Dedicated Player Is Currently Conquering Another World!~,2.5,111,Ongoing,20678,['Manga']
The Prosecutor Doesn’t Know The Law,2.9,43,Ongoing,2216,"['Drama', 'Manhwa', 'Mystery', 'Seinen', 'Supernatural']"
I Walk On A Road To Slay Enemies In My Way In Other World,2.4,80,Ongoing,19149,"['Action', 'Manhua', 'Martial Arts']"
"As The Richest man, I Don’t Want To Be Reborn",1.9,9,Ongoing,3381,"['Action', 'Manhua']"
Girls Of The Wilds,2.6,17,Ongoing,3486,"['Comedy', 'Drama', 'Manhwa', 'Martial Arts', 'Romance', 'School Life', 'Shounen']"
Rin Of The Demon,2.2,4,Ongoing,2369,"['Action', 'Fantasy', 'Manhua', 'Supernatural']"
Splendid Sword Is Still The Strongest,4,2,Ongoing,10337,"['Action', 'Fantasy']"
I Tamed the Crazy Marquis,2.2,90,Ongoing,15941,"['Fantasy', 'Manhwa', 'Romance', 'Shoujo']"
Brother is not the villain,1.8,2,Ongoing,641,"['Action', 'Comedy', 'Manhua']"
Kyuuki no Adabana,2.1,26,Ongoing,2804,"['Action', 'Fantasy']"
