title,rating,rating_count,status,view,genres
"Dungeon Busters : I Am Just Middle-Aged Man, But I Save the World Because of Appeared the Dungeon in My Home Garden.",5,1,Ongoing,6288,"['Action', 'Comedy', 'Fantasy', 'Adventure']"
A Way to Protect the Lovable You,2.4,17,Ongoing,12695,"['Drama', 'Manhwa', 'Romance']"
Tokyo Gareki Shoujo,3,1,Ongoing,2486,"['Action', 'Drama', 'Horror', 'Sci-fi', 'Supernatural', 'Adventure']"
Ultra Alter,2.5,189,Ongoing,45018,"['Action', 'Fantasy', 'Manhwa']"
Boku No Chi De Yokereba,2.8,2,Ongoing,1172,"['One shot', 'Romance', 'School Life', 'Shounen', 'Supernatural']"
Demand Killer,2.5,1,Ongoing,840,"['Action', 'Comedy', 'Historical', 'Martial Arts', 'Romance']"
The Blue Land,3.8,5,Ongoing,3215,"['Action', 'Drama', 'Manhwa']"
Old Man Reincarnates and Becomes a Genius Actor,1.7,22,Ongoing,2460,['Comedy']
The Girl Who Was Forced by Her Stepsister to Marry the Cursed Duke,0,2,Ongoing,4834,"['Fantasy', 'Romance']"
Tower Of God,2.6,376,Ongoing,57798,"['Comedy', 'Drama', 'Fantasy', 'Manhwa', 'Mystery', 'Psychological', 'Shounen', 'Supernatural']"
I Reincarnated as a Faint Hearted Countess,2.4,40,Ongoing,3631,"['Fantasy', 'Romance']"
I Have A Slow Living In Different World (I Wish),2.4,180,Ongoing,23855,"['Ecchi', 'Fantasy', 'Harem', 'Shounen']"
"The Loyal Knight Killed Me. After Changing to a Yandere, He Is Still Fixated on Me",3.3,12,Ongoing,5486,['Romance']
Tenshoku no Shinden o Hirakimashita,4.1,8,Ongoing,8240,"['Action', 'Fantasy', 'Manga', 'Romance']"
Surviving as an Illegitimate Princess,2.5,59,Ongoing,14130,"['Fantasy', 'Manhwa', 'Romance', 'Adventure']"
I Built A Lifespan Club,2.4,155,Ongoing,96229,"['Action', 'Manhua']"
Billionaire’S One True Love,2.4,8,Completed,2640,[]
"If You Lay A Hand On My Brother, Youe All Dead",4.5,1,Ongoing,4198,"['Comedy', 'Fantasy', 'Josei', 'Manhwa', 'Webtoon']"
Degausser,3.1,18,Ongoing,4017,"['Action', 'Manga']"
What It Means to be You,3.2,13,Ongoing,10074,"['Drama', 'Historical', 'Romance']"
For The Queendom,3.5,4,Ongoing,44,"['Drama', 'Fantasy', 'Manhwa', 'Mature', 'Romance']"
The Legend of New World’s Boss,1.5,1,Ongoing,679,"['Action', 'Fantasy', 'Manhua', 'Mecha', 'Sci-fi']"
Suicide Boy,2.5,108,Completed,29964,"['School Life', 'Slice of Life', 'Manhwa']"
Proxy Game,3.2,3,Ongoing,601,"['Action', 'Fantasy', 'Manhwa', 'Adventure']"
Brainless Witch,0.8,2,Ongoing,2530,"['Comedy', 'Fantasy', 'Manhwa', 'Slice of Life', 'Tragedy']"
Isekai Nonbiri Sozai Saishu Seikatsu,2.8,62,Ongoing,6748,"['Fantasy', 'Seinen', 'Slice of Life', 'Adventure']"
Don't Call Me Sister,0.5,1,Ongoing,3242,"['Drama', 'Fantasy', 'Historical', 'Manhwa', 'Romance']"
Make the Exorcist Fall in Love,1.8,26,Ongoing,10139,"['Comedy', 'Romance', 'Supernatural']"
I Regressed As The Duke,2.9,77,Ongoing,39519,"['Action', 'Fantasy', 'Manhwa', 'Adventure']"
Sousei No Onmyouji,2.8,12,Ongoing,8428,"['Action', 'Comedy', 'Drama', 'Horror', 'Romance', 'Shounen', 'Supernatural', 'Tragedy']"
The Strongest Useless Prince’s Battle for the Throne,1.2,2,Ongoing,2658,"['Action', 'Manhua']"
The Revenge of the Duke&#x27;s Daughter Theresia,2.5,2,Ongoing,689,"['Drama', 'Fantasy', 'Romance', 'Shoujo', 'Tragedy']"
Flowers Not In Full Bloom,5,1,Ongoing,535,"['Manhua', 'Romance', 'Supernatural']"
How to Build a Dungeon: Book of the Demon King,2.3,33,Ongoing,10198,"['Action', 'Adult', 'Drama', 'Fantasy', 'Harem', 'Mature', 'Seinen', 'Supernatural']"
Tondemo Skill de Isekai Hourou Meshi: Sui no Daibouken,2.8,49,Ongoing,9584,"['Action', 'Comedy', 'Fantasy', 'Shounen', 'Adventure']"
High School Taoist,4.4,5,Ongoing,1311,"['Fantasy', 'Romance', 'School Life', 'Supernatural']"
"Onna Majutsushi-san, Moto no Sekai e Kaeru Tame ni Ganbarimasu",0,1,Ongoing,3605,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Adventure', 'Isekai']"
Garage Zhuge: Drivers' Dreams,3,1,Ongoing,848,"['Action', 'Comedy', 'Drama', 'Manhua', 'Sci-fi', 'Shounen', 'Sports']"
The Boy Of Death,2.1,108,Ongoing,26464,"['Fantasy', 'Manhwa', 'Psychological', 'Shounen']"
I Picked This World's Strategy Guide!,2.8,33,Ongoing,4600,"['Fantasy', 'Isekai']"
My Fake Girlfriends are using me as a Shield,2.4,117,Ongoing,23296,['Manhua']
My Superstar Uncle,3,83,Ongoing,31693,"['Fantasy', 'Manhwa', 'Romance']"
Martial Master,1.8,10,Ongoing,5198,"['Fantasy', 'Manhua']"
Demon Hunter,2.8,2,Ongoing,1499,"['Action', 'Manhua']"
"OCHIKOBORE “1” MAHOU TSUKAI WA, KYOU MO MUISHIKI NI CHEAT WO TSUKAU (MANGA)",2.5,2,Ongoing,7798,['Fantasy']
Star Embracing Swordmaste,2.4,512,Ongoing,29665,"['Action', 'Drama', 'Fantasy', 'Martial Arts', 'Adventure']"
Kimi janakya Dame na Dorei Shoujo,2.2,77,Ongoing,10132,"['Comedy', 'Fantasy', 'Romance']"
Zombie Sagashitemasu,2,4,Ongoing,4099,"['Action', 'Comedy', 'Drama', 'Mystery']"
Let's Buy the Land And Cultivate in Different World,1.7,9,Ongoing,3727,"['Comedy', 'Ecchi', 'Fantasy', 'Romance', 'Manga']"
Omnipotence,4,1,Ongoing,1307,['Manhwa']
He Queen,2.6,13,Ongoing,4399,"['Drama', 'School Life']"
The Way of Domination,3,1,Ongoing,2193,"['Action', 'Fantasy', 'Harem', 'Manhua']"
Cage of Nightmare,5,1,Ongoing,999,"['Action', 'Horror', 'Manhua', 'Supernatural', 'Tragedy']"
Trouble,3,1,Ongoing,5028,"['Drama', 'Fantasy', 'Manhwa', 'Webtoon']"
The Civil Servant Hunter’s S-Class Resignation Log,2.3,28,Ongoing,810,"['Manhwa', 'Romance']"
Upgrading The Frivolous Emperor,4,8,Ongoing,8690,"['Historical', 'Manhua', 'Romance']"
I Have Become The Undead Monarch,2.4,226,Ongoing,8521,"['Action', 'Drama', 'Fantasy', 'Manhua', 'Shounen']"
My Nine wives told me not to be afraid,2,10,Ongoing,12501,"['Action', 'Comedy', 'Harem', 'Manhua']"
Monster Paradise,2.4,101,Ongoing,20399,['Manhua']
Vengeance Of The Heavenly Demon,2.8,19,Ongoing,6841,"['Fantasy', 'Manhua', 'Martial Arts', 'Seinen', 'Supernatural']"
Tanzaburo Tojima Wants To Be Kamen Rider,2.5,2,Ongoing,892,"['Action', 'Martial Arts', 'Sci-fi', 'Supernatural']"
I Desire To Be Carefree,5,1,Ongoing,743,"['Action', 'Comedy', 'Fantasy', 'Historical', 'Manhua', 'Martial Arts', 'Sci-fi', 'Adventure']"
"The Villainess wants to get rid of her husband! -I was doing whatever I wanted, but for some reason it was called &quot;The Crown Prince&#x27;s Book&quot;~",2.5,1,Ongoing,1366,"['Drama', 'Historical', 'Romance']"
"Sainou Nashi to Iwareta Ossan Tamer wa, Ai Musume to Tomo ni Musou Suru",2.6,4,Ongoing,2775,"['Comedy', 'Fantasy', 'Adventure']"
Dead Company,2.1,16,Ongoing,890,"['Drama', 'Mystery']"
World Defying Dan God,2.6,128,Ongoing,20332,"['Action', 'Comedy', 'Manhua', 'Martial Arts', 'Mature', 'Supernatural', 'Webtoon', 'Adventure']"
C.O.P (Court of Puppet),3.6,4,Ongoing,1884,"['Action', 'Manhwa']"
Is The Demon King A Healer?,3.2,10,Ongoing,9285,"['Action', 'Fantasy', 'Manhwa']"
I Will Leisurely Become A Healer In Another World,2.5,4,Ongoing,9977,"['Comedy', 'Fantasy', 'Romance', 'Shoujo']"
Money Game,2.8,3,Ongoing,2510,"['Manhwa', 'Mystery', 'Psychological', 'Shounen']"
Suseon Reincarnation Book Return Of The Supreme,2.3,173,Ongoing,33172,"['Action', 'Fantasy', 'Manhwa', 'Martial Arts']"
Shirokuma Tensei,1.8,19,Ongoing,1669,"['Action', 'Comedy', 'Fantasy', 'Slice of Life', 'Tragedy']"
Estio,2.3,207,Ongoing,62026,"['Fantasy', 'Manhwa', 'Supernatural', 'Adventure']"
Inside the Cave of Obscenity,2.3,190,Ongoing,22571,"['Action', 'Adult', 'Ecchi', 'Mature', 'Adventure']"
Life on an Uninhabited Planet with an Android,2.6,23,Ongoing,6516,['Sci-fi']
Silver Jewel,5,1,Ongoing,1039,"['Action', 'Drama', 'Fantasy', 'Manhwa', 'Shounen']"
Peerless Martial Spirit,2.6,9,Ongoing,4627,"['Action', 'Comedy', 'Martial Arts']"
"Astro King - Summoned as a Hero, I Turned Out to Be Low Rank, so I Made a Maid Harem!",2.2,106,Ongoing,20698,"['Action', 'Harem', 'Adventure', 'Isekai']"
I’m the strongest boss,2.6,469,Ongoing,17495,"['Action', 'Drama', 'Fantasy', 'Manhua', 'Shounen']"
Grand Blue,3.5,28,Ongoing,5077,"['Comedy', 'Ecchi', 'School Life', 'Seinen', 'Slice of Life', 'Sports', 'Manga']"
Revenge Of Young Master Peng,2.2,12,Ongoing,10073,"['Action', 'Historical', 'Manhwa', 'Martial Arts']"
Match The Beat!,1.8,21,Ongoing,2377,"['Comedy', 'Drama', 'Romance']"
Gran Familia,2.6,10,Ongoing,3473,"['Action', 'Fantasy']"
Mashle,2.3,24,Ongoing,22037,"['Comedy', 'Fantasy', 'School Life', 'Shounen', 'Supernatural']"
Heavenly Demon Wants to Be A Chef,2.3,76,Ongoing,3110,"['Action', 'Cooking', 'Fantasy', 'Manhwa', 'Martial Arts', 'Adventure']"
"Due To Outburst Of Spiritual Energy, I Have No Choice But To Awaken As A God",2,13,Ongoing,10391,['Manhua']
Aharen-san wa Hakarenai,4.5,1,Ongoing,6338,"['Comedy', 'Romance', 'School Life', 'Shounen', 'Slice of Life']"
Dead Rock,2.2,25,Ongoing,1576,"['Action', 'Fantasy', 'Adventure']"
The Calamity of the End Times,2.4,120,Ongoing,21254,"['Action', 'Drama', 'Fantasy', 'Manhua', 'Shounen', 'Adventure']"
"He Saintess Wants Overtime Pay - I Don't Want the Prince, I Want Money",5,2,Ongoing,1273,"['Comedy', 'Fantasy', 'Manga']"
Makyo Seikatsu ~ Gakeppuchi Boken Sha Ga Hiki Komoru Ni Ha Hirosugiru,2.1,48,Ongoing,3199,"['Action', 'Drama', 'Fantasy', 'Adventure']"
The Ruler of the Land,1.9,104,Ongoing,18228,"['Action', 'Comedy', 'Drama', 'Ecchi', 'Fantasy', 'Manhwa', 'Martial Arts', 'Romance', 'Shounen', 'Adventure']"
The Supreme Master,2.4,34,Ongoing,11560,"['Action', 'Manhua', 'Martial Arts']"
Lovecraftian Plague Doctor,2.7,3,Ongoing,1366,"['Horror', 'Manhua', 'Mystery']"
King of High School,3,3,Ongoing,3245,"['Action', 'Drama', 'Manhwa', 'Martial Arts', 'School Life', 'Shounen']"
Keeping My Boss on a Tight Leash,5,1,Ongoing,2,"['Drama', 'Fantasy', 'Manhwa', 'Romance']"
"I Fell in Love, so I Tried Livestreaming",2.8,2,Ongoing,5945,"['Comedy', 'Ecchi', 'Slice of Life']"
The Reincarnated Prince Wants to Slack Off,3.5,9,Ongoing,7884,"['Comedy', 'Fantasy', 'Shounen']"
Genjitsu de LoveCome Dekinai to Dare ga Kimeta?,3.5,1,Ongoing,3139,"['Comedy', 'Romance', 'School Life']"
On My Way to Kill God,2.5,61,Ongoing,32870,"['Action', 'Fantasy', 'Manhwa', 'Adventure']"
The God of Death,2.7,13,Ongoing,22669,"['Action', 'Fantasy', 'Manhwa']"
Golden Print,2.3,442,Ongoing,49210,"['Drama', 'Fantasy', 'Manhwa', 'School Life', 'Shounen', 'Slice of Life']"
Strange Invasion,2.9,19,Ongoing,1204,"['Action', 'Drama', 'Fantasy', 'Horror', 'Manhua', 'Tragedy']"
I'm not really the son of luck,3.2,4,Ongoing,2262,"['Action', 'Fantasy', 'Harem', 'Manhua', 'Romance', 'Adventure', 'Isekai']"
When Supernatural Battles Became Commonplace,4,1,Ongoing,985,"['Action', 'Comedy', 'Drama', 'Harem', 'Mystery', 'Romance', 'School Life', 'Supernatural']"
Chronicles of Narnia: The Magician's Nephew,2.1,40,Ongoing,5616,"['Fantasy', 'Mystery', 'Adventure', 'Isekai']"
Free Throw,2.2,4,Ongoing,4020,"['Comedy', 'Drama', 'School Life', 'Shounen']"
The Northern Duke Needs a Warm Hug,2.2,46,Ongoing,9418,"['Drama', 'Fantasy', 'Manhwa', 'Romance']"
Experimental District 13,5,1,Ongoing,917,"['Drama', 'Horror', 'Mature', 'Psychological', 'Sci-fi', 'Seinen', 'Tragedy']"
Satou-kun no Makai Koukou Hakusho,2.6,4,Ongoing,4834,"['Comedy', 'School Life', 'Slice of Life', 'Supernatural', 'Manga']"
Engage Kiss,3,16,Ongoing,3657,"['Comedy', 'Romance', 'Supernatural']"
Noblesse,3.2,43,Ongoing,7973,"['Comedy', 'Drama', 'Manhwa', 'Mystery', 'School Life', 'Shounen', 'Supernatural']"
My Skills Are Automatically Max Level!,3,18,Ongoing,961,"['Action', 'Fantasy', 'Manhua']"
I Can Hit Infinitely,2.8,141,Ongoing,4415,"['Action', 'Drama', 'Fantasy', 'Manhua', 'Martial Arts', 'Shounen']"
Slave Harem in the Labyrinth of the Other World,2.4,188,Ongoing,43983,"['Action', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'Shounen', 'Smut']"
Country of the Crimson Moon,2.2,13,Ongoing,19190,"['Action', 'Drama', 'Fantasy', 'Manhwa', 'Supernatural']"
Door,0.5,1,Ongoing,4707,"['Drama', 'Manhwa', 'Mystery', 'Psychological', 'Sci-fi', 'Seinen', 'Supernatural', 'Webtoon']"
The Messenger,2.4,10,Ongoing,2002,"['Action', 'Manhwa']"
Changan Fantasy,2.8,6,Ongoing,800,"['Comedy', 'Fantasy', 'Manhua', 'Mystery']"
I Can Copy Talents,2.5,543,Ongoing,103876,"['Action', 'Manhua']"
Ah... and Mm... Is All She Says,5,1,Ongoing,216,"['Comedy', 'Slice of Life']"
Favorite Part,1.5,5,Completed,3366,"['Manhwa', 'Romance']"
Million Bloggers Battle Storm,2.5,2,Ongoing,412,['Manhua']
Scoring the Sacred Body of the Ancients from the Get-go,2.7,628,Ongoing,34635,"['Action', 'Fantasy', 'Manhua', 'Martial Arts']"
Finding My Father’s Son,2.9,4,Ongoing,7477,"['Drama', 'Fantasy', 'Romance']"
God at Random,5,1,Ongoing,1638,"['Action', 'Comedy', 'Fantasy', 'Manhua']"
Ascendance Of A Bookworm ~I'll Do Anything To Become A Librarian~ Part 2 「I'll Become A Shrine Maiden For Books!」,5,1,Ongoing,5476,"['Drama', 'Fantasy', 'Shounen', 'Slice of Life']"
"Please Don’t Look, Medusa-san",5,1,Ongoing,1532,"['Slice of Life', 'Supernatural']"
Clouds in the Night Sky,5,1,Ongoing,330,"['Fantasy', 'Romance']"
Twelve Weapons of god,1.5,1,Ongoing,3045,"['Action', 'Comedy', 'Fantasy', 'Martial Arts', 'Romance', 'Supernatural', 'Adventure']"
The Doctor Daughter of the Count is Loved by the Offspring of the Legendary Dragon,0,1,Ongoing,627,"['Drama', 'Fantasy', 'Romance']"
Requiem: Retribution,2,3,Ongoing,1044,"['Fantasy', 'Horror']"
The Serial Killer Is Reincarnated Into the Another World.,3,44,Ongoing,10156,"['Action', 'Tragedy', 'Isekai']"
My Dragon System,2.5,160,Ongoing,18697,"['Drama', 'Fantasy', 'Romance', 'School Life', 'Slice of Life']"
"Even Though I’m A Mob, Vampires Are Sucking My Blood",3.1,8,Ongoing,2452,"['Drama', 'Manhwa', 'Romance', 'Shoujo', 'Supernatural', 'Isekai']"
The Second Coming Of Gluttony,2.4,34,Ongoing,16332,"['Fantasy', 'Seinen', 'Supernatural']"
Live Surgery,1.9,13,Ongoing,1044,"['Action', 'Drama', 'Manhua', 'Shounen']"
I am with the music immortals,2.5,509,Ongoing,21359,['Manhwa']
My Wife Is Actually the Empress?,2.3,54,Ongoing,17419,"['Action', 'Comedy', 'Fantasy', 'Manhua', 'Romance']"
I will be selfish in a different world! The story of a selfish Saint Candidate,2.8,2,Ongoing,524,"['Action', 'Comedy', 'Fantasy']"
Ramia-Yana,2.3,15,Ongoing,2821,"['Action', 'Fantasy']"
Mirror Authority,2.8,13,Ongoing,2334,"['Action', 'Fantasy', 'Manhua']"
With your Insect Girl,2.7,47,Ongoing,2768,"['Comedy', 'Fantasy', 'Romance', 'Slice of Life', 'Manga']"
Peculiar Tales of Swords and Blades,1.8,3,Ongoing,3121,"['Action', 'Fantasy', 'Historical', 'Manhua', 'Martial Arts', 'Shounen', 'Adventure']"
"Crazy, A Three-Year-Old Sect Master?!",3.1,13,Ongoing,11697,"['Action', 'Comedy', 'Fantasy', 'Harem', 'Manhua', 'Martial Arts', 'Mature', 'Mystery', 'Supernatural', 'Webtoon', 'Adventure']"
My Apprentice Is Actually the Empress,2.5,173,Ongoing,20205,['Manhua']
Taming Spiritual Pets: My Spiritual Pet is a Female Zombie,3.1,266,Ongoing,33105,"['Action', 'Fantasy', 'Manhua', 'Supernatural']"
Legend of the Tyrant Empress,3.9,6,Ongoing,2934,"['Action', 'Fantasy', 'Historical', 'Manhua', 'Martial Arts', 'Adventure']"
I Have a Mythical Tree,2.7,230,Ongoing,10390,"['Action', 'Fantasy', 'Harem', 'Manhua', 'Adventure']"
Record of the Kings,2.6,62,Ongoing,5328,"['Action', 'Fantasy', 'Horror', 'Manhua', 'Martial Arts', 'Adventure']"
The Strongest Florist,2.3,139,Ongoing,18533,"['Fantasy', 'Manhwa']"
History's Greatest Son-In-Law,3.3,6,Ongoing,5253,"['Manhua', 'Romance']"
"Honey, I’m Going On a Strike",2.2,64,Ongoing,19626,"['Fantasy', 'Manhwa', 'Mature', 'Romance', 'Shoujo']"
Kamisama Gakkou no Ochikobore,3.5,2,Ongoing,266,"['Drama', 'Fantasy', 'Romance', 'School Life', 'Manga']"
Ten Thousand Layers Of Qi Refining,2.5,26,Ongoing,12108,"['Action', 'Fantasy', 'Manhua', 'Martial Arts']"
Chou Onna Kirai na Ore ga Isekai no Joshikou ni Ryuugaku Suru Koto ni Natta,4.5,1,Ongoing,1016,"['Action', 'Comedy', 'Harem']"
Jibaku Shounen Hanako-Kun,3.3,7,Ongoing,2224,"['Comedy', 'Drama', 'School Life', 'Shounen', 'Supernatural']"
Mr. Monster,1.5,2,Ongoing,1273,['Harem']
I raised my childhood friend as a tyrant,2.6,34,Ongoing,13838,"['Historical', 'Josei', 'Manhwa', 'Romance', 'Shoujo', 'Webtoon']"
We Are The Main Characters Of The Demon World,2,37,Ongoing,7391,"['Comedy', 'Fantasy', 'School Life', 'Shounen']"
My Contract Beast Is A Chinese Pastoral Hound,3.8,10,Ongoing,4372,['Manhua']
Housekeeper (Chae Yong-Taek),2.2,31,Ongoing,9747,"['Action', 'Manhwa', 'Mecha', 'Sci-fi']"
"Oi, Hazure Skillda To Omowareteita Ga Bakemono Sugiru Ndaga",2.1,41,Ongoing,5956,"['Action', 'Fantasy', 'Harem', 'Martial Arts', 'Romance', 'Shounen']"
"Shangri-La Frontier ~ Kusoge Hunter, Kamige Ni Idoman To Su~",2.7,43,Ongoing,13889,"['Action', 'Romance', 'Shounen', 'Manga']"
"My Husband is Weak by Day, Strong by Night",2.8,2,Ongoing,139,"['Drama', 'Fantasy', 'Manhwa', 'Romance']"
World Trigger,2.4,20,Ongoing,5875,"['Action', 'Adult', 'Comedy', 'Doujinshi', 'School Life', 'Shounen', 'Supernatural']"
Chronicles Of The Jungle Sovereign,3.3,166,Ongoing,3822,"['Action', 'Manhua', 'Shounen']"
Unable To Become The Main Force,0.5,2,Ongoing,9652,"['Action', 'Manhua']"
"A Sword Master Childhood Friend Power Harassed Me Harshly, So I Broke Off Our Relationship And Make A Fresh Start At The Frontier As A Magic Swordsman.",0.9,4,Ongoing,1443,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Shounen']"
Lord of the Mysteries,2.1,26,Ongoing,9651,"['Action', 'Fantasy', 'Mystery', 'Adventure']"
The Great Mage of the Hero’s Party Reincarnates,2.6,596,Ongoing,27679,"['Action', 'Fantasy', 'Shounen']"
Slayer Volte,4.5,1,Ongoing,2583,"['Action', 'Drama', 'Fantasy', 'Mature']"
Regression of the Shattering Sword,2.5,781,Ongoing,32217,"['Action', 'Fantasy', 'Manhwa', 'Martial Arts', 'Adventure']"
The Lord of No Boundary,3.5,12,Ongoing,16726,"['Action', 'Comedy', 'Fantasy', 'Manhua', 'Martial Arts']"
"She Was Actually My Stepsister ~Recently, The Sense Of Distance Between Me And My New Stepbrother Is Incredibly Close~",1.8,20,Ongoing,8019,"['Comedy', 'Drama', 'Romance', 'School Life', 'Slice of Life']"
9th Class Sword Master: The Guardian of the Sword,2.5,184,Ongoing,66181,"['Action', 'Fantasy', 'Manhwa']"
"Magic, Me, and My Big Master!",2.4,75,Ongoing,2506,"['Comedy', 'Ecchi', 'Fantasy', 'Romance']"
The Goal Is To Become A Gold Spoon So I Need To Be Completely Invulnerable,2.9,15,Ongoing,11005,"['Fantasy', 'Manhwa', 'Romance']"
The Exiled Jack-of-all-trade Magic Swordsman Becomes the Princess&#x27; Private Tutor,0.5,1,Ongoing,2920,"['Action', 'Fantasy']"
I’d Like to Marry a Stronger Man Than I Am,2.5,74,Ongoing,12443,"['Comedy', 'Romance', 'School Life']"
Guard pass,2.6,215,Ongoing,47487,"['Action', 'Drama', 'Manhwa', 'Martial Arts', 'School Life']"
They say i’m the future king,1.5,2,Ongoing,8095,['Manhua']
Himekishi Ga Classmate!,2.2,155,Ongoing,31087,"['Action', 'Adult', 'Drama', 'Fantasy', 'Harem', 'Mature', 'Seinen']"
Story of a “Jobless” Champion and a Princess Who Together Find Their Happiness,2.7,57,Ongoing,3101,"['Action', 'Drama', 'Fantasy', 'Manga', 'Romance', 'Shounen', 'Adventure']"
Metro Hunter,2.1,11,Ongoing,20462,['Manhwa']
"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.",3.1,4,Ongoing,1785,"['Action', 'Comedy', 'Fantasy', 'Slice of Life', 'Adventure']"
Interpreter of the Outer Gods,2.8,2,Ongoing,6433,"['Action', 'Manhua']"
Magic Level 99990000 All-Attribute Great Sage,2.5,429,Ongoing,90651,"['Action', 'Fantasy']"
Steel-Eating Player,2.8,1242,Ongoing,61588,"['Action', 'Fantasy', 'Manhwa', 'Adventure']"
Love at First Sight 😔,5,1,Ongoing,724,"['Drama', 'Romance', 'Slice of Life']"
I’M Not A Drag Queen!,3.2,2,Ongoing,2287,"['Action', 'Fantasy', 'Manhua', 'Mystery']"
The Tears of a Jester,0,1,Ongoing,2906,"['Drama', 'Fantasy', 'Historical', 'Manhwa', 'Romance']"
Hai Shinigami to Fushi no Neko,3,3,Ongoing,3265,"['Action', 'Fantasy']"
Company Grievance Squad,2,24,Ongoing,10327,"['Action', 'Drama', 'Manhwa', 'Seinen']"
The Strongest Lvl1 Support,1.5,1,Ongoing,10894,['Manhua']
Endless devourer,2.5,241,Ongoing,35137,"['Action', 'Drama', 'Fantasy', 'Manhua', 'Shounen']"
Bai Ze&#x27;s Bizarre Collection,1.2,5,Ongoing,1105,"['Comedy', 'Fantasy', 'Romance']"
Executioner,2.7,313,Ongoing,10937,"['Action', 'Manhwa']"
Tedama ni Toritai Kurokiya-san,2.4,21,Ongoing,12632,"['Comedy', 'Ecchi', 'Romance', 'School Life', 'Seinen', 'Slice of Life']"
Street Restaurant of a Returned Hero,2.4,413,Ongoing,45731,"['Action', 'Fantasy', 'Manhwa']"
A Saint Joined My Party!,1.8,2,Ongoing,4048,"['Comedy', 'Romance']"
Return of Top Class Master,2.5,696,Ongoing,25994,"['Action', 'Drama', 'Fantasy', 'Manhwa', 'Martial Arts', 'School Life']"
Cultivation through science,2.3,8,Ongoing,1581,"['Action', 'Manhua', 'Martial Arts']"
"During The Live Streaming, I Proposed To A Female Ghost – And She Actually Agreed?!",2.8,73,Ongoing,4976,"['Action', 'Comedy', 'Manhua', 'Martial Arts', 'Supernatural']"
God Of Martial Arts,2.4,47,Ongoing,10628,"['Fantasy', 'Manhua', 'Mystery', 'Seinen']"
"From Today On, I’M A Boy",3.5,4,Ongoing,2002,['School Life']
Hammer Gramps,2.6,62,Ongoing,3293,"['Action', 'Comedy', 'Fantasy', 'Shounen', 'Adventure']"
Do Not Unpack!,5,1,Ongoing,274,['Manhua']
I Have No Health,2.6,60,Ongoing,15848,"['Drama', 'Fantasy', 'Manhwa', 'Romance', 'Shoujo', 'Webtoon']"
Why The King Needs A Secretary,2.5,7,Ongoing,9611,"['Action', 'Drama', 'Fantasy', 'Manhwa', 'Romance']"
The Yellow Road&#x27;s Best Day,0,1,Ongoing,264,"['Comedy', 'Fantasy', 'Manhua', 'Romance', 'School Life']"
Daechi-dong Class,2.5,3,Ongoing,4929,"['Drama', 'Manhwa', 'School Life']"
The Great Surgeon,2.5,22,Ongoing,4288,"['Drama', 'Manhwa', 'Shounen']"
I Copied Peerless Divine Arts in Another World,2.4,20,Ongoing,13213,"['Action', 'Drama', 'Ecchi', 'Fantasy', 'Harem', 'Manhua', 'Martial Arts', 'Shounen']"
Chaotic Sword God,2,13,Ongoing,2406,"['Action', 'Manhua', 'Mystery']"
Reborn as the Enemy Prince,2.5,466,Ongoing,38049,"['Comedy', 'Drama', 'Fantasy', 'Manhwa', 'Mystery', 'Adventure']"
Become an Adventurer! ~Defeating Dungeons with a Skillboard~,2.9,41,Ongoing,15918,"['Action', 'Fantasy', 'Shounen', 'Manga']"
THE WORLD’S STRONGEST HARD WORKER,0.3,3,Ongoing,4494,"['Action', 'Comedy', 'Fantasy']"
"Yuusha, Yamemasu",3,2,Ongoing,3505,"['Action', 'Comedy', 'Fantasy']"
I Plan To Become The Master Of A Stolen Family,2.9,44,Ongoing,5694,"['Fantasy', 'Manhwa', 'Romance']"
Gyeongseong Detective Agency,3.2,27,Ongoing,772,"['Drama', 'Historical', 'Manhwa', 'Romance']"
Shade of Arcana,2,36,Ongoing,5725,"['Action', 'Fantasy', 'Shounen', 'Webtoon']"
Kusuriya no Hitorigoto,2.4,40,Ongoing,8285,"['Drama', 'Historical', 'Mystery', 'Romance', 'Slice of Life', 'Manga']"
Karakai Jouzu No (Moto) Takagi-San,3.2,16,Ongoing,6650,"['Comedy', 'Romance', 'Shounen', 'Slice of Life']"
Mad Daoist Son-in-law,2.5,77,Ongoing,6176,"['Action', 'Martial Arts']"
"Reborn As A Vending Machine, I Now Wander The Dungeon",2.9,24,Ongoing,5854,"['Comedy', 'Fantasy', 'Adventure']"
Dokgo 2,2.5,16,Completed,4192,"['Drama', 'Manhwa', 'Martial Arts', 'School Life']"
gaek,2.3,84,Ongoing,8638,"['Action', 'Drama', 'Fantasy', 'Manhwa', 'Seinen', 'Adventure']"
The Exorcist Expert,1.5,3,Ongoing,880,"['Action', 'Fantasy', 'Horror', 'Manhua']"
Good Deeds of Kane of Old Guy,2.2,34,Ongoing,4459,"['Action', 'Comedy', 'Fantasy', 'Harem', 'Manga', 'Shounen']"
God Slayer,2.7,23,Ongoing,16563,"['Action', 'Fantasy']"
Guilty Axe,0,1,Ongoing,1591,"['Action', 'Fantasy', 'Manhwa', 'Martial Arts', 'School Life']"
